Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,journey_day,journey_month,journey_weekday,is_weekend,quarter,dep_hour,dep_time_bin,Price_capped,Price_log,weekday,is_holiday,duration_hours,duration_minutes,total_duration_mins,flight_type,Source_freq,Destination_freq,Airline_mean_price,Source_mean_price,total_duration_mins,journey_month,total_duration_mins^2,total_duration_mins journey_month,journey_month^2
indigo,2019-05-15,delhi,cochin,DEL → BLR → COK,15:10:00,20:00,4h 50m,1 stop,No info,6027,15,5,2,0,2,15,Afternoon,6027,8.704170559746386,2,0,4.0,50.0,290.0,Medium,0.42463958060288337,0.42463958060288337,5673.68290306868,10540.113536155202,290.0,5.0,84100.0,1450.0,25.0
jet airways,2019-06-06,delhi,cochin,DEL → NAG → BOM → COK,14:35:00,04:25 07 Jun,13h 50m,2 stops,In-flight meal not included,10919,6,6,3,0,2,14,Afternoon,10919,9.298351249298896,3,0,13.0,50.0,830.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,830.0,6.0,688900.0,4980.0,36.0
air india,2019-03-27,delhi,cochin,DEL → BLR → COK,06:10:00,08:15 28 Mar,26h 5m,1 stop,No info,6681,27,3,2,0,1,6,Morning,6681,8.807172622916703,2,0,26.0,5.0,1565.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,1565.0,3.0,2449225.0,4695.0,9.0
indigo,2019-06-24,banglore,delhi,BLR → DEL,23:30:00,02:20 25 Jun,2h 50m,non-stop,No info,3943,24,6,0,0,2,23,Night,3943,8.279950715722526,0,0,2.0,50.0,170.0,Medium,0.20567309492604383,0.11842351619546901,5673.68290306868,8017.464269458353,170.0,6.0,28900.0,1020.0,36.0
jet airways,2019-05-27,delhi,cochin,DEL → BOM → COK,21:50:00,12:35 28 May,14h 45m,1 stop,In-flight meal not included,12898,27,5,0,0,2,21,Night,12898,9.464905067965136,0,0,14.0,45.0,885.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,885.0,5.0,783225.0,4425.0,25.0
indigo,2019-06-06,delhi,cochin,DEL → BOM → COK,18:35:00,01:30 07 Jun,6h 55m,1 stop,No info,6628,6,6,3,0,2,18,Evening,6628,8.79920924224139,3,0,6.0,55.0,415.0,Long,0.42463958060288337,0.42463958060288337,5673.68290306868,10540.113536155202,415.0,6.0,172225.0,2490.0,36.0
air india,2019-04-03,delhi,cochin,DEL → BLR → COK,20:30:00,23:00 04 Apr,26h 30m,1 stop,No info,5022,3,4,2,0,2,20,Evening,5022,8.521782643750045,2,0,26.0,30.0,1590.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,1590.0,4.0,2528100.0,6360.0,16.0
air india,2019-06-03,delhi,cochin,DEL → LKO → BOM → COK,07:10:00,07:40 04 Jun,24h 30m,2 stops,No info,12698,3,6,0,0,2,7,Morning,12698,9.449278529189034,0,0,24.0,30.0,1470.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,1470.0,6.0,2160900.0,8820.0,36.0
air asia,2019-06-09,delhi,cochin,DEL → BLR → COK,20:45:00,07:10 10 Jun,10h 25m,1 stop,No info,10794,9,6,6,1,2,20,Evening,10794,9.286838342948908,6,0,10.0,25.0,625.0,Long,0.42463958060288337,0.42463958060288337,5590.260188087775,10540.113536155202,625.0,6.0,390625.0,3750.0,36.0
indigo,2019-06-09,delhi,cochin,DEL → BOM → COK,11:25:00,21:00,9h 35m,1 stop,No info,6416,9,6,6,1,2,11,Morning,6416,8.766705997750515,6,0,9.0,35.0,575.0,Long,0.42463958060288337,0.42463958060288337,5673.68290306868,10540.113536155202,575.0,6.0,330625.0,3450.0,36.0
spicejet,2019-03-09,kolkata,banglore,CCU → BLR,22:20:00,00:40 10 Mar,2h 20m,non-stop,No info,4622,9,3,5,1,1,22,Night,4622,8.438799123988225,5,0,2.0,20.0,140.0,Medium,0.2687698932784123,0.2687698932784123,4338.284841075794,9158.389411354929,140.0,3.0,19600.0,420.0,9.0
indigo,2019-05-27,banglore,delhi,BLR → DEL,13:00:00,15:50,2h 50m,non-stop,No info,3943,27,5,0,0,2,13,Afternoon,3943,8.279950715722526,0,0,2.0,50.0,170.0,Medium,0.20567309492604383,0.11842351619546901,5673.68290306868,8017.464269458353,170.0,5.0,28900.0,850.0,25.0
air asia,2019-06-06,kolkata,banglore,CCU → BLR,19:55:00,22:25,2h 30m,non-stop,No info,4508,6,6,3,0,2,19,Evening,4508,8.413830678421084,3,0,2.0,30.0,150.0,Medium,0.2687698932784123,0.2687698932784123,5590.260188087775,9158.389411354929,150.0,6.0,22500.0,900.0,36.0
vistara,2019-06-12,kolkata,banglore,CCU → DEL → BLR,07:10:00,22:40,15h 30m,1 stop,No info,8452,12,6,2,0,2,7,Morning,8452,9.042276686928927,2,0,15.0,30.0,930.0,Long,0.2687698932784123,0.2687698932784123,7796.348643006263,9158.389411354929,930.0,6.0,864900.0,5580.0,36.0
air india,2019-05-12,kolkata,banglore,CCU → GAU → DEL → BLR,16:45:00,08:55 13 May,16h 10m,2 stops,No info,13437,12,5,6,1,2,16,Afternoon,13437,9.505841793480096,6,0,16.0,10.0,970.0,Long,0.2687698932784123,0.2687698932784123,9612.427755568247,9158.389411354929,970.0,5.0,940900.0,4850.0,25.0
vistara,2019-05-18,chennai,kolkata,MAA → CCU,17:45:00,20:05,2h 20m,non-stop,No info,11982,18,5,5,1,2,17,Evening,11982,9.391244257682516,5,0,2.0,20.0,140.0,Medium,0.03566747800037446,0.03566747800037446,7796.348643006263,4789.892388451443,140.0,5.0,19600.0,700.0,25.0
jet airways,2019-05-24,kolkata,banglore,CCU → BOM → BLR,18:55:00,12:00 25 May,17h 5m,1 stop,In-flight meal not included,10844,24,5,4,0,2,18,Evening,10844,9.291459423260974,4,0,17.0,5.0,1025.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,1025.0,5.0,1050625.0,5125.0,25.0
jet airways,2019-05-09,delhi,cochin,DEL → JAI → BOM → COK,09:40:00,04:25 10 May,18h 45m,2 stops,No info,15129,9,5,3,0,2,9,Morning,15129,9.624434806782402,3,0,18.0,45.0,1125.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1125.0,5.0,1265625.0,5625.0,25.0
jet airways,2019-06-27,delhi,cochin,DEL → BOM → COK,14:00:00,19:00,5h,1 stop,No info,14714,27,6,3,0,2,14,Afternoon,14714,9.596622660667574,3,0,5.0,0.0,300.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,300.0,6.0,90000.0,1800.0,36.0
indigo,2019-06-27,delhi,cochin,DEL → BOM → COK,06:40:00,21:00,14h 20m,1 stop,No info,6093,27,6,3,0,2,6,Morning,6093,8.715059959545654,3,0,14.0,20.0,860.0,Long,0.42463958060288337,0.42463958060288337,5673.68290306868,10540.113536155202,860.0,6.0,739600.0,5160.0,36.0
indigo,2019-04-06,delhi,cochin,DEL → BOM → COK,04:55:00,13:20,8h 25m,1 stop,No info,5307,6,4,5,1,2,4,Late Night,5307,8.576970395452099,5,0,8.0,25.0,505.0,Long,0.42463958060288337,0.42463958060288337,5673.68290306868,10540.113536155202,505.0,4.0,255025.0,2020.0,16.0
goair,2019-05-15,delhi,cochin,DEL → BOM → COK,14:25:00,19:35,5h 10m,1 stop,No info,10188,15,5,2,0,2,14,Afternoon,10188,9.229063985974284,2,0,5.0,10.0,310.0,Long,0.42463958060288337,0.42463958060288337,5861.056701030928,10540.113536155202,310.0,5.0,96100.0,1550.0,25.0
jet airways,2019-06-06,kolkata,banglore,CCU → BOM → BLR,20:00:00,08:15 07 Jun,12h 15m,1 stop,No info,14571,6,6,3,0,2,20,Evening,14571,9.586857158128456,3,0,12.0,15.0,735.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,735.0,6.0,540225.0,4410.0,36.0
jet airways,2019-03-27,delhi,cochin,DEL → AMD → BOM → COK,19:10:00,04:25 28 Mar,9h 15m,2 stops,No info,10976,27,3,2,0,1,19,Evening,10976,9.303557453687317,2,0,9.0,15.0,555.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,555.0,3.0,308025.0,1665.0,9.0
jet airways,2019-05-24,kolkata,banglore,CCU → BOM → BLR,06:30:00,16:20,9h 50m,1 stop,In-flight meal not included,10844,24,5,4,0,2,6,Morning,10844,9.291459423260974,4,0,9.0,50.0,590.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,590.0,5.0,348100.0,2950.0,25.0
indigo,2019-04-09,kolkata,banglore,CCU → BLR,20:20:00,22:55,2h 35m,non-stop,No info,4488,9,4,1,0,2,20,Evening,4488,8.409385238781931,1,0,2.0,35.0,155.0,Medium,0.2687698932784123,0.2687698932784123,5673.68290306868,9158.389411354929,155.0,4.0,24025.0,620.0,16.0
air india,2019-05-24,delhi,cochin,DEL → BOM → COK,23:00:00,19:15 25 May,20h 15m,1 stop,No info,8582,24,5,4,0,2,23,Night,8582,9.05753878171822,4,0,20.0,15.0,1215.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,1215.0,5.0,1476225.0,6075.0,25.0
jet airways,2019-06-24,delhi,cochin,DEL → BOM → COK,19:45:00,12:35 25 Jun,16h 50m,1 stop,In-flight meal not included,10262,24,6,0,0,2,19,Evening,10262,9.236300473645716,0,0,16.0,50.0,1010.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1010.0,6.0,1020100.0,6060.0,36.0
vistara,2019-05-06,kolkata,banglore,CCU → DEL → BLR,17:00:00,10:45 07 May,17h 45m,1 stop,No info,8662,6,5,0,0,2,17,Evening,8662,9.06681636189014,0,0,17.0,45.0,1065.0,Long,0.2687698932784123,0.2687698932784123,7796.348643006263,9158.389411354929,1065.0,5.0,1134225.0,5325.0,25.0
indigo,2019-03-24,banglore,new delhi,BLR → DEL,06:00:00,08:45,2h 45m,non-stop,No info,4777,24,3,6,1,1,6,Morning,4777,8.471777327885755,6,0,2.0,45.0,165.0,Medium,0.20567309492604383,0.0872495787305748,5673.68290306868,8017.464269458353,165.0,3.0,27225.0,495.0,9.0
jet airways,2019-03-27,mumbai,hyderabad,BOM → HYD,15:50:00,17:20,1h 30m,non-stop,In-flight meal not included,2071,27,3,2,0,1,15,Afternoon,2071,7.636269603379373,2,0,1.0,30.0,90.0,Short,0.06524995319228609,0.06524995319228609,11643.92335671603,5059.708751793401,90.0,3.0,8100.0,270.0,9.0
jet airways,2019-03-12,banglore,new delhi,BLR → BOM → DEL,22:55:00,15:15 13 Mar,16h 20m,1 stop,In-flight meal not included,11087,12,3,1,0,1,22,Night,11087,9.313618721429684,1,0,16.0,20.0,980.0,Long,0.20567309492604383,0.0872495787305748,11643.92335671603,8017.464269458353,980.0,3.0,960400.0,2940.0,9.0
air india,2019-04-18,banglore,delhi,BLR → DEL,21:05:00,23:55,2h 50m,non-stop,No info,5228,18,4,3,0,2,21,Night,5228,8.56197533418813,3,0,2.0,50.0,170.0,Medium,0.20567309492604383,0.11842351619546901,9612.427755568247,8017.464269458353,170.0,4.0,28900.0,680.0,16.0
jet airways,2019-04-01,kolkata,banglore,CCU → BOM → BLR,06:30:00,16:20,9h 50m,1 stop,No info,12996,1,4,0,0,2,6,Morning,12996,9.47247384058159,0,0,9.0,50.0,590.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,590.0,4.0,348100.0,2360.0,16.0
jet airways,2019-03-06,banglore,new delhi,BLR → BOM → DEL,08:00:00,23:00,15h,1 stop,No info,16736,6,3,2,0,1,8,Morning,16736,9.725377116513638,2,0,15.0,0.0,900.0,Long,0.20567309492604383,0.0872495787305748,11643.92335671603,8017.464269458353,900.0,3.0,810000.0,2700.0,9.0
jet airways,2019-05-01,kolkata,banglore,CCU → BOM → BLR,18:55:00,10:05 02 May,15h 10m,1 stop,No info,13941,1,5,2,0,2,18,Evening,13941,9.542661146046344,2,0,15.0,10.0,910.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,910.0,5.0,828100.0,4550.0,25.0
air india,2019-03-15,banglore,new delhi,BLR → GAU → DEL,13:50:00,22:10,8h 20m,1 stop,No info,9166,15,3,4,0,1,13,Afternoon,9166,9.123365357961776,4,0,8.0,20.0,500.0,Long,0.20567309492604383,0.0872495787305748,9612.427755568247,8017.464269458353,500.0,3.0,250000.0,1500.0,9.0
air india,2019-03-03,delhi,cochin,DEL → TRV → COK,05:15:00,06:50 04 Mar,25h 35m,1 stop,No info,12677,3,3,6,1,1,5,Morning,12677,9.447623486844112,6,0,25.0,35.0,1535.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,1535.0,3.0,2356225.0,4605.0,9.0
air india,2019-03-24,chennai,kolkata,MAA → CCU,11:40:00,13:55,2h 15m,non-stop,No info,4405,24,3,6,1,1,11,Morning,4405,8.39072252736229,6,0,2.0,15.0,135.0,Medium,0.03566747800037446,0.03566747800037446,9612.427755568247,4789.892388451443,135.0,3.0,18225.0,405.0,9.0
jet airways,2019-05-06,kolkata,banglore,CCU → DEL → BLR,09:35:00,23:35,14h,1 stop,No info,12121,6,5,0,0,2,9,Morning,12121,9.402777262511233,0,0,14.0,0.0,840.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,840.0,5.0,705600.0,4200.0,25.0
air india,2019-06-06,banglore,delhi,BLR → DEL,21:05:00,23:55,2h 50m,non-stop,No info,6121,6,6,3,0,2,21,Night,6121,8.719644119505357,3,0,2.0,50.0,170.0,Medium,0.20567309492604383,0.11842351619546901,9612.427755568247,8017.464269458353,170.0,6.0,28900.0,1020.0,36.0
jet airways,2019-05-18,kolkata,banglore,CCU → BOM → BLR,08:25:00,09:20 19 May,24h 55m,1 stop,No info,14388,18,5,5,1,2,8,Morning,14388,9.574219304763416,5,0,24.0,55.0,1495.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,1495.0,5.0,2235025.0,7475.0,25.0
jet airways,2019-04-01,kolkata,banglore,CCU → DEL → BLR,20:25:00,10:55 02 Apr,14h 30m,1 stop,No info,11467,1,4,0,0,2,20,Evening,11467,9.34731582700326,0,0,14.0,30.0,870.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,870.0,4.0,756900.0,3480.0,16.0
jet airways,2019-03-12,banglore,new delhi,BLR → BOM → DEL,21:25:00,10:25 13 Mar,13h,1 stop,No info,13817,12,3,1,0,1,21,Night,13817,9.53372736904874,1,0,13.0,0.0,780.0,Long,0.20567309492604383,0.0872495787305748,11643.92335671603,8017.464269458353,780.0,3.0,608400.0,2340.0,9.0
air india,2019-05-06,mumbai,hyderabad,BOM → HYD,19:30:00,20:45,1h 15m,non-stop,No info,3100,6,5,0,0,2,19,Evening,3100,8.03947991910045,0,0,1.0,15.0,75.0,Short,0.06524995319228609,0.06524995319228609,9612.427755568247,5059.708751793401,75.0,5.0,5625.0,375.0,25.0
multiple carriers,2019-05-21,delhi,cochin,DEL → BOM → COK,11:40:00,19:15,7h 35m,1 stop,No info,8266,21,5,1,0,2,11,Morning,8266,9.020026965252676,1,0,7.0,35.0,455.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,455.0,5.0,207025.0,2275.0,25.0
jet airways,2019-03-24,kolkata,banglore,CCU → BOM → BLR,19:45:00,23:25 25 Mar,27h 40m,1 stop,No info,13759,24,3,6,1,1,19,Evening,13759,9.529521111487334,6,0,27.0,40.0,1660.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,1660.0,3.0,2755600.0,4980.0,9.0
indigo,2019-06-09,banglore,delhi,BLR → DEL,00:25:00,03:15,2h 50m,non-stop,No info,3943,9,6,6,1,2,0,Late Night,3943,8.279950715722526,6,0,2.0,50.0,170.0,Medium,0.20567309492604383,0.11842351619546901,5673.68290306868,8017.464269458353,170.0,6.0,28900.0,1020.0,36.0
multiple carriers,2019-03-27,delhi,cochin,DEL → BOM → COK,18:15:00,01:35 28 Mar,7h 20m,1 stop,No info,12327,27,3,2,0,1,18,Evening,12327,9.419628376999952,2,0,7.0,20.0,440.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,440.0,3.0,193600.0,1320.0,9.0
indigo,2019-06-12,mumbai,hyderabad,BOM → HYD,06:25:00,07:55,1h 30m,non-stop,No info,4049,12,6,2,0,2,6,Morning,4049,8.306472160100585,2,0,1.0,30.0,90.0,Short,0.06524995319228609,0.06524995319228609,5673.68290306868,5059.708751793401,90.0,6.0,8100.0,540.0,36.0
spicejet,2019-06-01,banglore,delhi,BLR → DEL,21:10:00,00:05 02 Jun,2h 55m,non-stop,No check-in baggage included,3573,1,6,5,1,2,21,Night,3573,8.181440695719374,5,0,2.0,55.0,175.0,Medium,0.20567309492604383,0.11842351619546901,4338.284841075794,8017.464269458353,175.0,6.0,30625.0,1050.0,36.0
air asia,2019-05-15,kolkata,banglore,CCU → BLR,19:55:00,22:25,2h 30m,non-stop,No info,4409,15,5,2,0,2,19,Evening,4409,8.391629968440892,2,0,2.0,30.0,150.0,Medium,0.2687698932784123,0.2687698932784123,5590.260188087775,9158.389411354929,150.0,5.0,22500.0,750.0,25.0
air india,2019-03-27,delhi,cochin,DEL → HYD → MAA → COK,07:05:00,09:25 28 Mar,26h 20m,2 stops,No info,6565,27,3,2,0,1,7,Morning,6565,8.789660098061537,2,0,26.0,20.0,1580.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,1580.0,3.0,2496400.0,4740.0,9.0
indigo,2019-04-15,kolkata,banglore,CCU → BLR,21:25:00,00:05 16 Apr,2h 40m,non-stop,No info,4174,15,4,0,0,2,21,Night,4174,8.336869637284956,0,0,2.0,40.0,160.0,Medium,0.2687698932784123,0.2687698932784123,5673.68290306868,9158.389411354929,160.0,4.0,25600.0,640.0,16.0
jet airways,2019-05-24,banglore,delhi,BLR → DEL,07:10:00,10:10,3h,non-stop,In-flight meal not included,4030,24,5,4,0,2,7,Morning,4030,8.301769763117166,4,0,3.0,0.0,180.0,Medium,0.20567309492604383,0.11842351619546901,11643.92335671603,8017.464269458353,180.0,5.0,32400.0,900.0,25.0
air asia,2019-03-21,kolkata,banglore,CCU → BLR,10:20:00,12:55,2h 35m,non-stop,No info,4082,21,3,3,0,1,10,Morning,4082,8.314587291319576,3,0,2.0,35.0,155.0,Medium,0.2687698932784123,0.2687698932784123,5590.260188087775,9158.389411354929,155.0,3.0,24025.0,465.0,9.0
air india,2019-05-24,kolkata,banglore,CCU → BBI → HYD → BLR,09:10:00,11:05 25 May,25h 55m,2 stops,No info,6117,24,5,4,0,2,9,Morning,6117,8.718990524710849,4,0,25.0,55.0,1555.0,Long,0.2687698932784123,0.2687698932784123,9612.427755568247,9158.389411354929,1555.0,5.0,2418025.0,7775.0,25.0
jet airways,2019-03-21,banglore,new delhi,BLR → BDQ → DEL,05:50:00,12:20,6h 30m,1 stop,In-flight meal not included,6163,21,3,3,0,1,5,Morning,6163,8.726481196440007,3,0,6.0,30.0,390.0,Long,0.20567309492604383,0.0872495787305748,11643.92335671603,8017.464269458353,390.0,3.0,152100.0,1170.0,9.0
jet airways,2019-03-27,delhi,cochin,DEL → BOM → COK,16:00:00,04:25 28 Mar,12h 25m,1 stop,In-flight meal not included,6540,27,3,2,0,1,16,Afternoon,6540,8.785845337961213,2,0,12.0,25.0,745.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,745.0,3.0,555025.0,2235.0,9.0
spicejet,2019-05-12,kolkata,banglore,CCU → MAA → BLR,15:05:00,20:20,5h 15m,1 stop,No info,4649,12,5,6,1,2,15,Afternoon,4649,8.444622498581403,6,0,5.0,15.0,315.0,Long,0.2687698932784123,0.2687698932784123,4338.284841075794,9158.389411354929,315.0,5.0,99225.0,1575.0,25.0
jet airways,2019-06-09,delhi,cochin,DEL → BOM → COK,21:50:00,19:00 10 Jun,21h 10m,1 stop,In-flight meal not included,10262,9,6,6,1,2,21,Night,10262,9.236300473645716,6,0,21.0,10.0,1270.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1270.0,6.0,1612900.0,7620.0,36.0
vistara,2019-04-06,banglore,delhi,BLR → DEL,19:30:00,22:15,2h 45m,non-stop,No info,5613,6,4,5,1,2,19,Evening,5613,8.633018756921828,5,0,2.0,45.0,165.0,Medium,0.20567309492604383,0.11842351619546901,7796.348643006263,8017.464269458353,165.0,4.0,27225.0,660.0,16.0
indigo,2019-03-24,banglore,new delhi,BLR → DEL,08:30:00,11:30,3h,non-stop,No info,6144,24,3,6,1,1,8,Morning,6144,8.723394022000136,6,0,3.0,0.0,180.0,Medium,0.20567309492604383,0.0872495787305748,5673.68290306868,8017.464269458353,180.0,3.0,32400.0,540.0,9.0
jet airways,2019-05-12,kolkata,banglore,CCU → DEL → BLR,17:00:00,22:05 13 May,29h 5m,1 stop,No info,13067,12,5,6,1,2,17,Evening,13067,9.47792177272096,6,0,29.0,5.0,1745.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,1745.0,5.0,3045025.0,8725.0,25.0
vistara,2019-03-03,banglore,new delhi,BLR → DEL,21:10:00,00:05 07 Mar,2h 55m,non-stop,No info,7608,3,3,6,1,1,21,Night,7608,8.937087036176523,6,0,2.0,55.0,175.0,Medium,0.20567309492604383,0.0872495787305748,7796.348643006263,8017.464269458353,175.0,3.0,30625.0,525.0,9.0
multiple carriers,2019-06-09,delhi,cochin,DEL → BOM → COK,10:00:00,01:30 10 Jun,15h 30m,1 stop,No info,7198,9,6,6,1,2,10,Morning,7198,8.881697406469304,6,0,15.0,30.0,930.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,930.0,6.0,864900.0,5580.0,36.0
jet airways,2019-05-15,kolkata,banglore,CCU → BOM → BLR,16:30:00,23:35,7h 5m,1 stop,No info,13941,15,5,2,0,2,16,Afternoon,13941,9.542661146046344,2,0,7.0,5.0,425.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,425.0,5.0,180625.0,2125.0,25.0
jet airways,2019-06-09,delhi,cochin,DEL → JAI → BOM → COK,09:40:00,04:25 10 Jun,18h 45m,2 stops,In-flight meal not included,10368,9,6,6,1,2,9,Morning,10368,9.246575864558276,6,0,18.0,45.0,1125.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1125.0,6.0,1265625.0,6750.0,36.0
spicejet,2019-06-27,chennai,kolkata,MAA → CCU,08:20:00,10:35,2h 15m,non-stop,No check-in baggage included,3543,27,6,3,0,2,8,Morning,3543,8.173011311724972,3,0,2.0,15.0,135.0,Medium,0.03566747800037446,0.03566747800037446,4338.284841075794,4789.892388451443,135.0,6.0,18225.0,810.0,36.0
indigo,2019-03-27,kolkata,banglore,CCU → BLR,20:25:00,23:05,2h 40m,non-stop,No info,4462,27,3,2,0,1,20,Evening,4462,8.40357646462927,2,0,2.0,40.0,160.0,Medium,0.2687698932784123,0.2687698932784123,5673.68290306868,9158.389411354929,160.0,3.0,25600.0,480.0,9.0
air india,2019-03-24,kolkata,banglore,CCU → IXR → BBI → BLR,05:50:00,13:40,7h 50m,2 stops,No info,8005,24,3,6,1,1,5,Morning,8005,8.987946539552519,6,0,7.0,50.0,470.0,Long,0.2687698932784123,0.2687698932784123,9612.427755568247,9158.389411354929,470.0,3.0,220900.0,1410.0,9.0
jet airways,2019-04-01,kolkata,banglore,CCU → BOM → BLR,18:55:00,22:35 02 Apr,27h 40m,1 stop,In-flight meal not included,7064,1,4,0,0,2,18,Evening,7064,8.862908295118627,0,0,27.0,40.0,1660.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,1660.0,4.0,2755600.0,6640.0,16.0
jet airways,2019-05-01,kolkata,banglore,CCU → DEL → BLR,20:25:00,21:05 02 May,24h 40m,1 stop,No info,12121,1,5,2,0,2,20,Evening,12121,9.402777262511233,2,0,24.0,40.0,1480.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,1480.0,5.0,2190400.0,7400.0,25.0
air india,2019-05-09,delhi,cochin,DEL → JAI → BOM → COK,12:00:00,19:15,7h 15m,2 stops,No info,8918,9,5,3,0,2,12,Afternoon,8918,9.095939111666208,3,0,7.0,15.0,435.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,435.0,5.0,189225.0,2175.0,25.0
air india,2019-05-12,kolkata,banglore,CCU → BOM → BLR,09:25:00,21:50,12h 25m,1 stop,No info,8891,12,5,6,1,2,9,Morning,8891,9.092907275084087,6,0,12.0,25.0,745.0,Long,0.2687698932784123,0.2687698932784123,9612.427755568247,9158.389411354929,745.0,5.0,555025.0,3725.0,25.0
air india,2019-05-01,kolkata,banglore,CCU → DEL → BLR,10:00:00,16:15,6h 15m,1 stop,No info,10203,1,5,2,0,2,10,Morning,10203,9.230535079261704,2,0,6.0,15.0,375.0,Long,0.2687698932784123,0.2687698932784123,9612.427755568247,9158.389411354929,375.0,5.0,140625.0,1875.0,25.0
